Date,Year,Month,Day,DayOfWeek,MH_171C_MWh,MH_171DP1_MWh,MH_171DP2_MWh,MH_431_MWh,Primary_Energy_MWh,Specific_Yield_Psh
2024-06-18,2024,6,18,Tuesday,217.47,217.91,218.89,220.09,217.47,4.349
2024-06-19,2024,6,19,Wednesday,241.62,242.11,243.35,244.72,241.62,4.832
2024-06-20,2024,6,20,Thursday,184.87,185.23,186.0,187.07,184.87,3.697
2024-06-21,2024,6,21,Friday,129.54,129.79,130.18,130.93,129.54,2.591
2024-06-22,2024,6,22,Saturday,151.08,151.38,152.06,152.97,151.08,3.022
2024-06-23,2024,6,23,Sunday,174.64,174.98,175.66,176.62,174.64,3.493
2024-06-24,2024,6,24,Monday,204.25,204.65,205.5,206.6,204.25,4.085
2024-06-25,2024,6,25,Tuesday,260.05,260.54,261.95,263.45,260.05,5.201
2024-06-26,2024,6,26,Wednesday,196.94,197.33,198.19,199.31,196.94,3.939
2024-06-27,2024,6,27,Thursday,241.16,241.62,242.79,244.18,241.16,4.823
2024-06-28,2024,6,28,Friday,187.57,187.95,188.72,189.8,187.57,3.751
2024-06-29,2024,6,29,Saturday,246.1,246.58,247.86,249.26,246.1,4.922
2024-06-30,2024,6,30,Sunday,259.02,259.54,260.88,262.36,259.02,5.18
2024-07-01,2024,7,1,Monday,270.05,270.58,272.11,273.68,270.05,5.401
2024-07-02,2024,7,2,Tuesday,243.25,243.75,244.96,246.37,243.25,4.865
2024-07-03,2024,7,3,Wednesday,201.1,201.5,202.29,203.41,201.1,4.022
2024-07-04,2024,7,4,Thursday,194.35,194.74,195.64,196.77,194.35,3.887
2024-07-05,2024,7,5,Friday,229.11,229.56,230.71,232.04,229.11,4.582
2024-07-06,2024,7,6,Saturday,196.73,197.12,198.12,199.3,196.73,3.935
2024-07-07,2024,7,7,Sunday,193.74,194.11,194.94,196.03,193.74,3.875
2024-07-08,2024,7,8,Monday,189.54,189.91,190.9,192.04,189.54,3.791
2024-07-09,2024,7,9,Tuesday,201.21,201.59,202.75,204.0,201.21,4.024
2024-07-10,2024,7,10,Wednesday,203.02,203.41,204.5,205.74,203.02,4.06
2024-07-11,2024,7,11,Thursday,252.76,253.24,254.64,256.12,252.76,5.055
2024-07-12,2024,7,12,Friday,226.98,227.42,228.54,229.83,226.98,4.54
2024-07-13,2024,7,13,Saturday,168.97,169.29,170.19,171.25,168.97,3.379
2024-07-14,2024,7,14,Sunday,104.95,105.15,105.47,106.09,104.95,2.099
2024-07-15,2024,7,15,Monday,212.94,213.33,214.26,215.42,212.94,4.259
2024-07-16,2024,7,16,Tuesday,221.64,222.06,223.15,224.4,221.64,4.433
2024-07-17,2024,7,17,Wednesday,193.02,193.39,194.24,195.31,193.02,3.86
2024-07-18,2024,7,18,Thursday,237.94,238.38,239.63,241.0,237.94,4.759
2024-07-19,2024,7,19,Friday,206.4,206.79,207.78,208.94,206.4,4.128
2024-07-20,2024,7,20,Saturday,206.06,206.45,207.5,208.71,206.06,4.121
2024-07-21,2024,7,21,Sunday,105.91,106.09,106.38,107.01,105.91,2.118
2024-07-22,2024,7,22,Monday,193.03,193.39,194.25,195.36,193.03,3.861
2024-07-23,2024,7,23,Tuesday,159.99,160.29,160.96,161.89,159.99,3.2
2024-07-24,2024,7,24,Wednesday,91.83,92.01,92.19,92.74,91.83,1.837
2024-07-25,2024,7,25,Thursday,156.36,156.66,157.17,158.01,156.36,3.127
2024-07-26,2024,7,26,Friday,163.76,164.07,164.65,165.55,163.76,3.275
2024-07-27,2024,7,27,Saturday,214.67,215.09,216.06,217.23,214.67,4.293
2024-07-28,2024,7,28,Sunday,120.39,120.62,120.92,121.59,120.39,2.408
2024-07-29,2024,7,29,Monday,187.89,188.28,189.03,190.06,187.89,3.758
2024-07-30,2024,7,30,Tuesday,234.84,235.32,236.54,237.95,234.84,4.697
2024-07-31,2024,7,31,Wednesday,198.21,198.62,199.54,200.68,198.21,3.964
2024-08-01,2024,8,1,Thursday,271.32,271.88,273.36,274.95,271.32,5.426
2024-08-02,2024,8,2,Friday,217.06,217.5,218.67,219.97,217.06,4.341
2024-08-03,2024,8,3,Saturday,217.74,218.19,219.34,220.64,217.74,4.355
2024-08-04,2024,8,4,Sunday,189.14,189.54,190.4,191.49,189.14,3.783
2024-08-05,2024,8,5,Monday,266.43,266.99,268.45,269.99,266.43,5.329
2024-08-06,2024,8,6,Tuesday,238.29,238.8,240.05,241.45,238.29,4.766
2024-08-07,2024,8,7,Wednesday,267.13,267.68,269.16,270.73,267.13,5.343
2024-08-08,2024,8,8,Thursday,273.95,274.54,276.05,277.65,273.95,5.479
2024-08-09,2024,8,9,Friday,276.66,277.23,278.72,280.34,276.66,5.533
2024-08-10,2024,8,10,Saturday,272.1,272.67,274.13,275.72,272.1,5.442
2024-08-11,2024,8,11,Sunday,217.87,218.34,219.27,220.46,217.87,4.357
2024-08-12,2024,8,12,Monday,282.72,283.32,284.87,286.53,282.72,5.654
2024-08-13,2024,8,13,Tuesday,273.27,273.84,275.33,276.93,273.27,5.465
2024-08-14,2024,8,14,Wednesday,262.3,262.86,264.23,265.75,262.3,5.246
2024-08-15,2024,8,15,Thursday,256.07,256.61,258.01,259.51,256.07,5.121
2024-08-16,2024,8,16,Friday,236.73,237.22,238.49,239.9,236.73,4.735
2024-08-17,2024,8,17,Saturday,235.82,236.3,237.44,238.77,235.82,4.716
2024-08-18,2024,8,18,Sunday,265.63,266.18,267.58,269.12,265.63,5.313
2024-08-19,2024,8,19,Monday,264.52,265.08,266.48,267.99,264.52,5.29
2024-08-20,2024,8,20,Tuesday,221.4,221.86,223.12,224.47,221.4,4.428
2024-08-21,2024,8,21,Wednesday,243.43,243.93,245.22,246.64,243.43,4.869
2024-08-22,2024,8,22,Thursday,269.7,270.25,271.71,273.27,269.7,5.394
2024-08-23,2024,8,23,Friday,247.56,248.04,249.44,250.9,247.56,4.951
2024-08-24,2024,8,24,Saturday,230.82,231.27,232.45,233.74,230.82,4.616
2024-08-25,2024,8,25,Sunday,158.0,158.31,158.85,159.7,158.0,3.16
2024-08-26,2024,8,26,Monday,211.01,211.43,212.55,213.78,211.01,4.22
2024-08-27,2024,8,27,Tuesday,163.56,163.88,164.74,165.77,163.56,3.271
2024-08-28,2024,8,28,Wednesday,254.48,254.96,256.5,258.01,254.48,5.09
2024-08-29,2024,8,29,Thursday,267.32,267.83,269.33,270.86,267.32,5.346
2024-08-30,2024,8,30,Friday,203.4,203.8,204.91,206.09,203.4,4.068
2024-08-31,2024,8,31,Saturday,209.63,210.02,211.16,212.36,209.63,4.193
2024-09-01,2024,9,1,Sunday,171.16,171.46,172.11,173.04,171.16,3.423
2024-09-02,2024,9,2,Monday,90.87,91.0,91.23,91.8,90.87,1.817
2024-09-03,2024,9,3,Tuesday,268.08,268.58,270.19,271.74,268.08,5.362
2024-09-04,2024,9,4,Wednesday,163.5,163.82,164.51,165.41,163.5,3.27
2024-09-05,2024,9,5,Thursday,212.47,212.87,213.99,215.19,212.47,4.249
2024-09-06,2024,9,6,Friday,191.62,191.99,192.91,193.97,191.62,3.832
2024-09-07,2024,9,7,Saturday,197.04,197.42,198.32,199.4,197.04,3.941
2024-09-08,2024,9,8,Sunday,240.38,240.84,241.97,243.3,240.38,4.808
2024-09-09,2024,9,9,Monday,219.84,220.26,221.52,222.88,219.84,4.397
2024-09-10,2024,9,10,Tuesday,182.63,182.97,183.84,184.93,182.63,3.653
2024-09-11,2024,9,11,Wednesday,169.57,169.9,170.55,171.51,169.57,3.391
2024-09-12,2024,9,12,Thursday,219.22,219.63,220.96,222.32,219.22,4.384
2024-09-13,2024,9,13,Friday,154.08,154.37,155.08,156.01,154.08,3.082
2024-09-14,2024,9,14,Saturday,238.91,239.34,240.55,241.92,238.91,4.778
2024-09-15,2024,9,15,Sunday,186.72,187.08,188.02,189.13,186.72,3.734
2024-09-16,2024,9,16,Monday,179.35,179.7,180.46,181.46,179.35,3.587
2024-09-17,2024,9,17,Tuesday,212.75,213.16,214.34,215.6,212.75,4.255
2024-09-18,2024,9,18,Wednesday,162.67,162.99,163.61,164.5,162.67,3.253
2024-09-19,2024,9,19,Thursday,229.1,229.54,230.79,232.11,229.1,4.582
2024-09-20,2024,9,20,Friday,164.25,164.58,165.25,166.16,164.25,3.285
2024-09-21,2024,9,21,Saturday,173.5,173.84,174.58,175.52,173.5,3.47
2024-09-22,2024,9,22,Sunday,94.06,94.25,94.45,95.0,94.06,1.881
2024-09-23,2024,9,23,Monday,165.77,166.11,166.77,167.68,165.77,3.315
2024-09-24,2024,9,24,Tuesday,110.39,110.62,110.88,111.51,110.39,2.208
2024-09-25,2024,9,25,Wednesday,215.4,215.83,216.87,218.07,215.4,4.308
2024-09-26,2024,9,26,Thursday,230.41,230.87,232.04,233.34,230.41,4.608
2024-09-27,2024,9,27,Friday,151.1,151.41,152.03,152.92,151.1,3.022
2024-09-28,2024,9,28,Saturday,264.37,264.9,266.31,267.81,264.37,5.287
2024-09-29,2024,9,29,Sunday,186.82,187.2,188.03,189.07,186.82,3.736
2024-09-30,2024,9,30,Monday,238.89,239.39,240.79,242.17,238.89,4.778
2024-10-01,2024,10,1,Tuesday,229.93,230.39,231.73,233.08,229.93,4.599
2024-10-02,2024,10,2,Wednesday,127.43,127.69,128.07,128.77,127.43,2.549
2024-10-03,2024,10,3,Thursday,130.78,131.05,131.42,132.11,130.78,2.616
2024-10-04,2024,10,4,Friday,145.34,145.64,146.19,147.0,145.34,2.907
2024-10-05,2024,10,5,Saturday,70.05,70.21,70.34,70.8,70.05,1.401
2024-10-06,2024,10,6,Sunday,176.65,176.94,177.83,178.9,176.65,3.533
2024-10-07,2024,10,7,Monday,245.21,245.7,247.01,248.39,245.21,4.904
2024-10-08,2024,10,8,Tuesday,57.47,57.6,57.77,58.19,57.47,1.149
2024-10-09,2024,10,9,Wednesday,220.6,207.07,222.14,223.41,220.6,4.412
2024-10-10,2024,10,10,Thursday,231.36,231.77,232.97,234.31,231.36,4.627
2024-10-11,2024,10,11,Friday,226.21,226.67,227.93,229.26,226.21,4.524
2024-10-12,2024,10,12,Saturday,89.86,90.05,90.26,90.79,89.86,1.797
2024-10-13,2024,10,13,Sunday,153.54,153.85,154.39,155.21,153.54,3.071
2024-10-14,2024,10,14,Monday,222.78,223.22,224.42,225.68,222.78,4.456
2024-10-15,2024,10,15,Tuesday,195.01,195.4,196.35,197.46,195.01,3.9
2024-10-16,2024,10,16,Wednesday,160.16,160.49,161.16,162.04,160.16,3.203
2024-10-17,2024,10,17,Thursday,122.15,122.39,122.73,123.4,122.15,2.443
2024-10-18,2024,10,18,Friday,223.34,223.78,224.93,226.18,223.34,4.467
2024-10-19,2024,10,19,Saturday,238.24,238.72,239.99,241.29,238.24,4.765
2024-10-20,2024,10,20,Sunday,78.04,78.21,78.41,78.9,78.04,1.561
2024-10-21,2024,10,21,Monday,135.37,135.64,136.32,137.11,135.37,2.707
2024-10-22,2024,10,22,Tuesday,137.22,137.51,138.01,138.8,137.22,2.744
2024-10-23,2024,10,23,Wednesday,151.06,151.38,151.94,152.79,151.06,3.021
2024-10-24,2024,10,24,Thursday,250.02,250.53,251.89,253.33,250.02,5.0
2024-10-25,2024,10,25,Friday,221.05,221.51,222.62,223.87,221.05,4.421
2024-10-26,2024,10,26,Saturday,71.68,71.82,71.96,72.42,71.68,1.434
2024-10-27,2024,10,27,Sunday,80.7,80.86,81.03,81.53,80.7,1.614
2024-10-28,2024,10,28,Monday,124.27,124.52,124.95,125.65,124.27,2.485
2024-10-29,2024,10,29,Tuesday,195.6,195.98,196.93,198.04,195.6,3.912
2024-10-30,2024,10,30,Wednesday,185.34,185.71,186.69,187.79,185.34,3.707
2024-10-31,2024,10,31,Thursday,132.34,132.6,133.04,133.79,132.34,2.647
2024-11-01,2024,11,1,Friday,245.13,245.63,246.91,248.28,245.13,4.903
2024-11-02,2024,11,2,Saturday,94.03,94.23,94.44,94.98,94.03,1.881
2024-11-03,2024,11,3,Sunday,155.35,155.67,156.27,157.12,155.35,3.107
2024-11-04,2024,11,4,Monday,190.79,191.19,192.09,193.16,190.79,3.816
2024-11-05,2024,11,5,Tuesday,216.12,216.56,217.6,218.79,216.12,4.322
2024-11-06,2024,11,6,Wednesday,40.63,40.73,40.82,41.18,40.63,0.813
2024-11-07,2024,11,7,Thursday,67.38,67.53,67.67,68.11,67.38,1.348
2024-11-08,2024,11,8,Friday,161.49,161.81,162.47,163.35,161.49,3.23
2024-11-09,2024,11,9,Saturday,228.93,229.38,230.52,231.77,228.93,4.579
2024-11-10,2024,11,10,Sunday,208.28,208.68,209.61,210.73,208.28,4.166
2024-11-11,2024,11,11,Monday,194.94,195.33,196.3,197.41,194.94,3.899
2024-11-12,2024,11,12,Tuesday,20.73,20.79,20.85,21.14,20.73,0.415
2024-11-13,2024,11,13,Wednesday,179.35,179.71,180.53,181.53,179.35,3.587
2024-11-14,2024,11,14,Thursday,191.64,192.02,192.92,193.97,191.64,3.833
2024-11-15,2024,11,15,Friday,238.74,239.22,240.54,241.89,238.74,4.775
2024-11-16,2024,11,16,Saturday,224.74,225.2,226.33,227.56,224.74,4.495
2024-11-17,2024,11,17,Sunday,210.37,210.79,211.7,212.83,210.37,4.207
2024-11-18,2024,11,18,Monday,184.28,184.66,185.58,186.62,184.28,3.686
2024-11-19,2024,11,19,Tuesday,55.77,55.9,56.05,56.45,55.77,1.115
2024-11-20,2024,11,20,Wednesday,140.79,141.09,141.67,142.47,140.79,2.816
2024-11-21,2024,11,21,Thursday,125.87,126.13,126.56,127.26,125.87,2.517
2024-11-22,2024,11,22,Friday,90.86,91.05,91.3,91.84,90.86,1.817
2024-11-23,2024,11,23,Saturday,70.72,70.87,71.06,71.51,70.72,1.414
2024-11-24,2024,11,24,Sunday,163.79,164.13,164.78,165.65,163.79,3.276
2024-11-25,2024,11,25,Monday,141.82,142.11,142.61,143.38,141.82,2.836
2024-11-26,2024,11,26,Tuesday,138.68,138.97,139.49,140.26,138.68,2.774
2024-11-27,2024,11,27,Wednesday,151.55,151.87,152.4,153.2,151.55,3.031
2024-11-28,2024,11,28,Thursday,108.32,108.53,108.84,109.47,108.32,2.166
2024-11-29,2024,11,29,Friday,119.55,119.79,120.2,120.87,119.55,2.391
2024-11-30,2024,11,30,Saturday,112.49,112.71,113.04,113.67,112.49,2.25
2024-12-01,2024,12,1,Sunday,205.96,206.35,207.28,208.39,205.96,4.119
2024-12-02,2024,12,2,Monday,108.58,108.8,109.12,109.74,108.58,2.172
2024-12-03,2024,12,3,Tuesday,96.94,97.15,97.39,97.94,96.94,1.939
2024-12-04,2024,12,4,Wednesday,90.68,90.87,91.16,91.71,90.68,1.814
2024-12-05,2024,12,5,Thursday,111.96,112.19,112.51,113.11,111.96,2.239
2024-12-06,2024,12,6,Friday,47.88,47.99,48.09,48.46,47.88,0.958
2024-12-07,2024,12,7,Saturday,76.84,77.01,77.2,77.66,76.84,1.537
2024-12-08,2024,12,8,Sunday,110.75,110.98,111.38,112.0,110.75,2.215
2024-12-09,2024,12,9,Monday,100.57,100.78,101.1,101.67,100.57,2.011
2024-12-10,2024,12,10,Tuesday,50.96,51.07,51.18,51.55,50.96,1.019
2024-12-11,2024,12,11,Wednesday,20.89,20.95,21.02,21.3,20.89,0.418
2024-12-12,2024,12,12,Thursday,29.8,29.88,29.95,30.24,29.8,0.596
2024-12-13,2024,12,13,Friday,46.91,47.02,47.12,47.48,46.91,0.938
2024-12-14,2024,12,14,Saturday,33.5,33.58,33.67,33.99,33.5,0.67
2024-12-15,2024,12,15,Sunday,19.37,19.41,19.47,19.75,19.37,0.387
2024-12-16,2024,12,16,Monday,62.43,62.56,62.68,63.1,62.43,1.249
2024-12-17,2024,12,17,Tuesday,144.23,144.53,145.07,145.84,144.23,2.885
2024-12-18,2024,12,18,Wednesday,60.33,60.47,60.58,60.97,60.33,1.207
2024-12-19,2024,12,19,Thursday,60.79,60.92,61.09,61.51,60.79,1.216
2024-12-20,2024,12,20,Friday,52.78,52.9,53.0,53.39,52.78,1.056
2024-12-21,2024,12,21,Saturday,112.99,113.22,113.61,114.26,112.99,2.26
2024-12-22,2024,12,22,Sunday,120.28,120.51,120.84,121.47,120.28,2.406
2024-12-23,2024,12,23,Monday,114.24,114.46,114.82,115.45,114.24,2.285
2024-12-24,2024,12,24,Tuesday,75.47,75.63,75.8,76.26,75.47,1.509
2024-12-25,2024,12,25,Wednesday,40.16,40.25,40.33,40.67,40.16,0.803
2024-12-26,2024,12,26,Thursday,76.74,76.9,77.07,77.54,76.74,1.535
2024-12-27,2024,12,27,Friday,60.23,60.36,60.49,60.9,60.23,1.205
2024-12-28,2024,12,28,Saturday,32.54,32.62,32.69,33.01,32.54,0.651
2024-12-29,2024,12,29,Sunday,77.32,77.49,77.64,78.11,77.32,1.546
2024-12-30,2024,12,30,Monday,86.09,86.27,86.47,86.97,86.09,1.722
2024-12-31,2024,12,31,Tuesday,92.5,92.69,92.93,93.45,92.5,1.85
2025-01-01,2025,1,1,Wednesday,57.24,57.33,57.43,57.84,57.24,1.145
2025-01-02,2025,1,2,Thursday,87.42,87.59,87.78,88.28,87.42,1.748
2025-01-03,2025,1,3,Friday,51.36,51.47,51.56,51.94,51.36,1.027
2025-01-04,2025,1,4,Saturday,104.52,104.72,105.0,105.59,104.52,2.09
2025-01-05,2025,1,5,Sunday,136.18,136.47,136.89,137.59,136.18,2.724
2025-01-06,2025,1,6,Monday,219.69,220.13,221.28,222.47,219.69,4.394
2025-01-07,2025,1,7,Tuesday,197.03,197.41,198.31,199.34,197.03,3.941
2025-01-08,2025,1,8,Wednesday,242.2,242.68,243.93,245.25,242.2,4.844
2025-01-09,2025,1,9,Thursday,114.31,114.55,114.9,115.52,114.31,2.286
2025-01-10,2025,1,10,Friday,113.07,113.31,113.67,114.3,113.07,2.261
2025-01-11,2025,1,11,Saturday,74.42,74.57,74.74,75.2,74.42,1.488
2025-01-12,2025,1,12,Sunday,135.3,135.55,136.01,136.73,135.3,2.706
2025-01-13,2025,1,13,Monday,112.71,112.93,113.32,113.95,112.71,2.254
2025-01-14,2025,1,14,Tuesday,80.16,80.32,80.52,81.01,80.16,1.603
2025-01-15,2025,1,15,Wednesday,75.1,75.25,75.42,75.89,75.1,1.502
2025-01-16,2025,1,16,Thursday,56.28,56.39,56.5,56.91,56.28,1.126
2025-01-17,2025,1,17,Friday,36.01,36.08,36.13,36.47,36.01,0.72
2025-01-18,2025,1,18,Saturday,123.65,123.9,124.35,125.02,123.65,2.473
2025-01-19,2025,1,19,Sunday,194.4,194.77,195.63,196.62,194.4,3.888
2025-01-20,2025,1,20,Monday,134.81,135.08,135.55,136.25,134.81,2.696
2025-01-21,2025,1,21,Tuesday,139.47,139.75,140.23,140.94,139.47,2.789
2025-01-22,2025,1,22,Wednesday,229.08,229.52,230.64,231.84,229.08,4.582
2025-01-23,2025,1,23,Thursday,250.34,250.82,252.17,253.55,250.34,5.007
2025-01-24,2025,1,24,Friday,244.23,244.71,245.98,247.29,244.23,4.885
2025-01-25,2025,1,25,Saturday,225.22,225.66,226.81,228.03,225.22,4.504
2025-01-26,2025,1,26,Sunday,117.82,118.05,118.39,119.03,117.82,2.356
2025-01-27,2025,1,27,Monday,85.43,85.54,85.79,86.34,85.43,1.709
2025-01-28,2025,1,28,Tuesday,90.86,91.0,91.21,91.74,90.86,1.817
2025-01-29,2025,1,29,Wednesday,57.65,57.72,57.84,58.29,57.65,1.153
2025-01-30,2025,1,30,Thursday,98.18,98.34,98.59,99.16,98.18,1.964
2025-01-31,2025,1,31,Friday,172.68,172.97,173.63,174.56,172.68,3.454
2025-02-01,2025,2,1,Saturday,219.36,219.74,220.75,221.93,219.36,4.387
2025-02-02,2025,2,2,Sunday,236.82,237.27,238.46,239.74,236.82,4.736
2025-02-03,2025,2,3,Monday,159.71,160.01,160.69,161.58,159.71,3.194
2025-02-04,2025,2,4,Tuesday,100.5,100.68,101.05,101.65,100.5,2.01
2025-02-05,2025,2,5,Wednesday,175.09,175.43,176.21,177.14,175.09,3.502
2025-02-06,2025,2,6,Thursday,260.12,260.68,262.3,263.76,260.12,5.202
2025-02-07,2025,2,7,Friday,198.96,199.38,200.44,201.53,198.96,3.979
2025-02-08,2025,2,8,Saturday,172.47,172.81,173.62,174.57,172.47,3.449
2025-02-09,2025,2,9,Sunday,102.71,102.92,103.24,103.83,102.71,2.054
2025-02-10,2025,2,10,Monday,117.16,117.41,117.82,118.48,117.16,2.343
2025-02-11,2025,2,11,Tuesday,73.32,73.48,73.63,74.09,73.32,1.466
2025-02-12,2025,2,12,Wednesday,167.85,168.18,168.85,169.72,167.85,3.357
2025-02-13,2025,2,13,Thursday,103.85,104.07,104.35,104.91,103.85,2.077
2025-02-14,2025,2,14,Friday,137.22,137.51,137.95,138.67,137.22,2.744
2025-02-15,2025,2,15,Saturday,131.86,132.14,132.55,133.22,131.86,2.637
2025-02-16,2025,2,16,Sunday,195.53,195.92,196.85,197.9,195.53,3.911
2025-02-17,2025,2,17,Monday,171.02,171.35,172.05,172.95,171.02,3.42
2025-02-18,2025,2,18,Tuesday,134.72,134.99,135.49,136.23,134.72,2.694
2025-02-19,2025,2,19,Wednesday,50.84,50.96,51.06,51.44,50.84,1.017
2025-02-20,2025,2,20,Thursday,150.42,150.72,151.27,152.08,150.42,3.008
2025-02-21,2025,2,21,Friday,84.15,84.33,84.57,85.09,84.15,1.683
2025-02-22,2025,2,22,Saturday,51.88,52.0,52.11,52.5,51.88,1.038
2025-02-23,2025,2,23,Sunday,41.35,41.43,41.51,41.88,41.35,0.827
2025-02-24,2025,2,24,Monday,29.58,29.65,29.71,30.02,29.58,0.592
2025-02-25,2025,2,25,Tuesday,150.33,150.63,151.25,152.07,150.33,3.007
2025-02-26,2025,2,26,Wednesday,99.31,99.52,99.78,100.34,99.31,1.986
2025-02-27,2025,2,27,Thursday,173.47,173.82,174.53,175.45,173.47,3.469
2025-02-28,2025,2,28,Friday,219.8,220.24,221.33,222.53,219.8,4.396
2025-03-01,2025,3,1,Saturday,274.76,275.28,276.86,278.4,274.76,5.495
2025-03-02,2025,3,2,Sunday,268.98,269.51,271.04,272.54,268.98,5.38
2025-03-03,2025,3,3,Monday,246.24,246.76,248.17,249.54,246.24,4.925
2025-03-04,2025,3,4,Tuesday,256.96,257.47,258.89,260.31,256.96,5.139
2025-03-05,2025,3,5,Wednesday,226.35,226.8,228.01,229.23,226.35,4.527
2025-03-06,2025,3,6,Thursday,228.48,228.94,230.15,231.41,228.48,4.57
2025-03-07,2025,3,7,Friday,130.02,130.26,130.73,131.46,130.02,2.6
2025-03-08,2025,3,8,Saturday,186.83,187.21,188.05,189.05,186.83,3.737
2025-03-09,2025,3,9,Sunday,65.86,66.01,66.14,66.58,65.86,1.317
2025-03-10,2025,3,10,Monday,77.02,77.18,77.35,77.83,77.02,1.54
2025-03-11,2025,3,11,Tuesday,145.74,146.05,146.55,147.33,145.74,2.915
2025-03-12,2025,3,12,Wednesday,195.91,196.32,197.13,198.17,195.91,3.918
2025-03-13,2025,3,13,Thursday,216.5,216.95,218.05,219.25,216.5,4.33
2025-03-14,2025,3,14,Friday,282.43,283.02,284.65,286.25,282.43,5.649
2025-03-15,2025,3,15,Saturday,276.69,277.26,278.83,280.37,276.69,5.534
2025-03-16,2025,3,16,Sunday,134.41,134.69,135.13,135.86,134.41,2.688
2025-03-17,2025,3,17,Monday,129.47,129.75,130.14,130.83,129.47,2.589
2025-03-18,2025,3,18,Tuesday,82.79,82.98,83.17,83.68,82.79,1.656
2025-03-19,2025,3,19,Wednesday,148.81,149.13,149.76,150.6,148.81,2.976
2025-03-20,2025,3,20,Thursday,88.9,89.06,89.25,89.78,88.9,1.778
2025-03-21,2025,3,21,Friday,136.96,137.24,137.68,138.41,136.96,2.739
2025-03-22,2025,3,22,Saturday,180.66,181.04,181.76,182.7,180.66,3.613
2025-03-23,2025,3,23,Sunday,172.27,172.63,173.3,174.21,172.27,3.445
2025-03-24,2025,3,24,Monday,266.92,267.47,268.9,270.38,266.92,5.338
2025-03-25,2025,3,25,Tuesday,281.86,282.44,284.07,285.66,281.86,5.637
2025-03-26,2025,3,26,Wednesday,269.74,270.28,271.8,273.28,269.74,5.395
2025-03-27,2025,3,27,Thursday,253.42,253.93,255.31,256.69,253.42,5.068
2025-03-28,2025,3,28,Friday,254.0,254.51,255.9,257.29,254.0,5.08
2025-03-29,2025,3,29,Saturday,230.86,231.34,232.5,233.74,230.86,4.617
2025-03-30,2025,3,30,Sunday,94.36,94.56,94.81,95.37,94.36,1.887
2025-03-31,2025,3,31,Monday,176.65,177.01,177.76,178.71,176.65,3.533
2025-04-01,2025,4,1,Tuesday,227.74,228.2,229.34,230.55,227.74,4.555
2025-04-02,2025,4,2,Wednesday,185.89,186.27,187.09,188.08,185.89,3.718
2025-04-03,2025,4,3,Thursday,183.73,184.09,184.87,185.85,183.73,3.675
2025-04-04,2025,4,4,Friday,193.98,194.36,195.21,196.22,193.98,3.88
2025-04-05,2025,4,5,Saturday,264.87,265.4,266.87,268.31,264.87,5.297
2025-04-06,2025,4,6,Sunday,151.02,151.34,151.89,152.71,151.02,3.02
2025-04-07,2025,4,7,Monday,129.66,129.94,130.29,130.97,129.66,2.593
2025-04-08,2025,4,8,Tuesday,194.48,194.87,195.65,196.67,194.48,3.89
2025-04-09,2025,4,9,Wednesday,261.09,261.62,263.0,264.44,261.09,5.222
2025-04-10,2025,4,10,Thursday,182.86,183.23,183.93,184.87,182.86,3.657
2025-04-11,2025,4,11,Friday,269.9,270.44,271.95,273.43,269.9,5.398
2025-04-12,2025,4,12,Saturday,251.23,251.74,253.13,254.5,251.23,5.025
2025-04-13,2025,4,13,Sunday,120.6,120.83,121.27,121.96,120.6,2.412
2025-04-14,2025,4,14,Monday,170.94,171.29,172.01,172.9,170.94,3.419
2025-04-15,2025,4,15,Tuesday,187.76,188.15,188.88,189.84,187.76,3.755
2025-04-16,2025,4,16,Wednesday,247.44,247.94,249.24,250.58,247.44,4.949
2025-04-17,2025,4,17,Thursday,242.93,243.44,244.68,245.97,242.93,4.859
2025-04-18,2025,4,18,Friday,262.73,263.3,264.74,266.16,262.73,5.255
2025-04-19,2025,4,19,Saturday,230.35,230.84,231.92,233.12,230.35,4.607
2025-04-20,2025,4,20,Sunday,273.28,273.85,275.4,276.93,273.28,5.466
2025-04-21,2025,4,21,Monday,278.38,278.96,280.52,282.07,278.38,5.568
2025-04-22,2025,4,22,Tuesday,272.64,273.18,274.72,276.24,272.64,5.453
2025-04-23,2025,4,23,Wednesday,242.07,242.56,243.92,245.29,242.07,4.841
2025-04-24,2025,4,24,Thursday,251.93,252.44,253.77,255.17,251.93,5.039
2025-04-25,2025,4,25,Friday,220.88,221.34,222.53,223.77,220.88,4.418
2025-04-26,2025,4,26,Saturday,226.9,227.38,228.52,229.76,226.9,4.538
2025-04-27,2025,4,27,Sunday,262.18,262.73,264.1,265.55,262.18,5.244
2025-04-28,2025,4,28,Monday,265.65,266.21,267.64,269.09,265.65,5.313
2025-04-29,2025,4,29,Tuesday,227.35,227.84,228.9,230.14,227.35,4.547
2025-04-30,2025,4,30,Wednesday,184.22,184.57,185.29,186.26,184.22,3.684
2025-05-01,2025,5,1,Thursday,161.39,161.67,162.33,163.22,161.39,3.228
2025-05-02,2025,5,2,Friday,129.99,130.22,130.71,131.47,129.99,2.6
2025-05-03,2025,5,3,Saturday,252.5,253.03,254.34,255.71,252.5,5.05
2025-05-04,2025,5,4,Sunday,189.04,189.45,190.18,191.14,189.04,3.781
2025-05-05,2025,5,5,Monday,220.89,221.38,222.39,223.55,220.89,4.418
2025-05-06,2025,5,6,Tuesday,200.86,201.29,202.29,203.4,200.86,4.017
